timestamps,TP9,AF7,AF8,TP10,Right AUX
1574477763.215,-29.785,29.297,33.203,-21.973,39.551
1574477763.219,-7.324,27.344,36.133,-3.418,-6.348
1574477763.223,-11.719,27.832,41.992,-4.395,27.832
1574477763.227,-22.949,31.250,42.480,-17.578,31.250
1574477763.231,-28.320,31.738,38.086,-27.832,42.480
1574477763.234,-24.414,27.344,32.715,-27.344,99.121
1574477763.238,-15.625,26.855,26.367,-12.207,55.664
1574477763.242,-27.832,26.855,21.484,-8.789,-18.555
1574477763.246,-37.109,23.438,27.344,-10.254,-13.184
1574477763.250,-32.227,22.461,31.250,-20.020,11.230
1574477763.254,-20.508,34.180,29.785,-15.625,-2.930
1574477763.258,-13.184,36.133,26.855,-0.488,-5.371
1574477763.262,-25.879,27.344,29.785,-2.930,-26.367
1574477763.266,-18.555,25.879,35.156,-9.766,-29.297
1574477763.270,-15.137,25.879,37.598,-19.531,24.414
1574477763.274,-22.461,30.762,35.156,-11.230,67.871
1574477763.277,-14.648,39.551,25.879,-6.836,74.219
1574477763.281,-10.254,37.598,19.043,-15.137,1.953
1574477763.285,-12.695,31.250,20.020,-18.066,-32.227
1574477763.289,-6.836,36.133,12.695,-15.137,32.715
1574477763.293,2.441,39.062,12.695,-5.859,-0.977
1574477763.297,6.348,42.480,18.555,-5.859,6.348
1574477763.301,-1.465,49.316,22.461,-2.930,3.418
1574477763.305,-13.672,46.875,27.832,-15.625,-28.809
1574477763.309,-16.113,38.086,30.273,-37.109,19.043
1574477763.313,-6.836,39.062,27.832,-20.996,13.672
1574477763.316,-2.930,43.457,22.949,-16.602,14.160
1574477763.320,-10.742,34.668,19.043,-15.625,5.371
1574477763.324,-19.043,28.320,12.695,-14.160,-55.664
1574477763.328,-19.531,30.762,15.625,-7.324,-4.395
1574477763.332,-11.230,38.574,25.391,2.930,83.496
1574477763.336,-7.324,44.434,34.180,-6.836,-3.906
1574477763.340,-8.301,42.480,34.180,-5.859,-15.137
1574477763.344,-0.977,41.504,33.691,-9.277,21.973
1574477763.348,-4.395,35.156,31.738,-24.414,-12.695
1574477763.352,-24.414,38.086,26.855,-15.625,-2.441
1574477763.356,-16.602,38.574,19.043,-2.441,24.414
1574477763.359,-5.371,24.902,18.066,-10.254,28.320
1574477763.363,-18.066,20.020,20.020,-16.113,35.156
1574477763.367,-25.391,30.273,31.738,-18.555,4.395
1574477763.371,-19.531,42.969,38.574,-8.789,-28.320
1574477763.375,-14.648,44.922,24.414,0.977,-8.789
1574477763.379,-10.742,29.297,18.555,-5.859,-9.277
1574477763.383,-16.602,25.391,29.785,-5.371,-4.395
1574477763.387,-20.996,29.297,33.691,-16.113,22.461
1574477763.391,-8.789,28.320,30.762,-14.648,79.590
1574477763.395,1.953,34.180,34.180,-2.441,45.410
1574477763.398,-0.488,33.691,34.180,-1.465,42.480
1574477763.402,-7.812,31.738,26.855,3.418,60.059
1574477763.406,-7.324,33.203,18.066,6.348,40.527
1574477763.410,-4.883,34.180,21.484,0.488,0.000
1574477763.414,0.977,39.062,34.180,-4.883,-22.461
1574477763.418,6.348,39.062,33.691,0.977,49.805
1574477763.422,-1.465,33.203,27.832,2.930,44.434
1574477763.426,-8.789,31.250,24.902,-11.230,17.578
1574477763.430,-9.766,33.691,30.273,-7.812,32.715
1574477763.434,-11.719,30.762,28.320,0.488,58.105
1574477763.438,-14.160,19.531,20.508,-8.789,41.992
1574477763.441,-12.695,20.020,17.578,-8.301,44.922
1574477763.445,-17.578,27.344,18.066,-8.789,78.613
1574477763.449,-22.949,36.621,30.273,-7.324,8.789
1574477763.453,-17.578,40.527,28.320,-1.953,-39.062
1574477763.457,-6.348,33.203,19.531,-8.301,-4.883
1574477763.461,-2.930,31.250,29.785,-14.648,32.715
1574477763.465,-20.020,25.879,32.715,-21.973,-12.695
1574477763.469,-25.879,20.508,24.902,-18.066,-6.836
1574477763.473,-13.672,25.879,28.320,-3.906,38.574
1574477763.477,-11.230,24.414,38.086,5.859,44.922
1574477763.481,-13.184,14.160,29.297,7.812,95.215
1574477763.484,-16.113,24.414,23.926,-1.953,66.895
1574477763.488,-19.043,33.691,25.391,-5.859,24.902
1574477763.492,-21.973,27.344,22.461,-1.465,48.340
1574477763.496,-21.484,27.344,27.832,-13.672,61.035
1574477763.500,-20.508,32.227,38.086,-7.812,50.781
1574477763.504,-21.484,33.203,48.828,-1.953,28.809
1574477763.508,-18.066,26.855,43.457,-5.371,1.465
1574477763.512,-13.672,19.043,32.227,15.625,1.953
1574477763.516,-7.324,16.113,22.461,20.020,6.348
1574477763.520,-7.812,36.133,21.973,8.789,16.113
1574477763.523,-7.812,41.504,18.066,3.906,21.973
1574477763.527,-12.207,28.809,16.113,-2.441,0.977
1574477763.531,-12.207,30.762,28.320,-9.766,-4.395
1574477763.535,-1.465,29.785,27.832,-9.766,32.715
1574477763.539,4.395,29.297,25.391,-8.301,33.691
1574477763.543,-7.324,36.621,28.809,-8.789,24.414
1574477763.547,-12.695,29.785,28.809,-18.066,15.137
1574477763.551,-13.184,24.414,28.320,-20.020,2.441
1574477763.555,-6.348,41.016,21.973,9.766,46.387
1574477763.559,5.859,48.828,14.648,22.461,62.012
1574477763.563,13.672,47.852,18.555,23.926,53.711
1574477763.566,4.883,45.410,32.227,15.625,7.812
1574477763.570,-26.367,23.926,40.039,-11.230,-10.742
1574477763.574,-22.949,19.043,37.109,-3.418,-2.441
1574477763.578,-0.977,31.250,37.598,7.812,-9.277
1574477763.582,5.371,26.855,34.668,2.930,40.527
1574477763.586,-8.789,15.625,31.250,3.906,45.410
1574477763.590,-28.320,20.508,33.203,0.977,-10.742
1574477763.594,-28.320,33.203,20.508,7.324,-0.977
1574477763.598,-16.602,29.297,20.020,11.719,27.832
1574477763.602,-10.742,30.273,35.156,12.207,-8.789
1574477763.605,-17.090,34.180,36.133,14.648,17.578
1574477763.609,-26.855,25.879,35.156,10.742,15.137
1574477763.613,-18.555,23.438,41.504,9.277,-29.297
1574477763.617,-8.789,29.785,37.109,18.066,4.395
1574477763.621,-4.883,31.250,27.832,9.766,27.344
1574477763.625,-0.488,28.320,35.156,-0.977,-20.508
1574477763.629,-3.906,23.926,43.457,7.324,26.855
1574477763.633,-12.207,23.926,37.109,12.695,36.621
1574477763.637,-5.859,26.855,24.414,14.648,25.879
1574477763.641,-3.418,26.855,27.344,31.250,38.086
1574477763.645,-14.648,25.391,38.574,23.926,0.977
1574477763.648,-24.902,27.832,35.645,-4.883,-27.832
1574477763.652,-21.484,36.621,33.691,4.395,-30.762
1574477763.656,-7.812,37.598,35.156,31.738,55.176
1574477763.660,3.418,33.203,37.598,34.180,69.824
1574477763.664,-1.953,34.668,36.621,9.277,8.789
1574477763.668,-12.207,40.039,38.574,6.348,-7.324
1574477763.672,0.000,44.434,41.016,25.391,-9.277
1574477763.676,9.277,35.156,22.461,33.691,14.160
1574477763.680,-3.906,28.320,13.184,23.438,53.711
1574477763.684,-10.254,31.738,29.297,10.254,45.898
1574477763.688,-8.301,21.484,40.039,9.766,49.805
1574477763.691,-9.766,14.648,37.598,19.531,44.434
1574477763.695,-5.371,25.391,38.574,33.203,8.301
1574477763.699,0.488,38.574,35.645,18.066,-15.625
1574477763.703,-6.348,44.922,33.203,-8.789,-7.812
1574477763.707,-18.555,38.086,32.715,-5.859,25.391
1574477763.711,-20.508,36.621,31.738,-3.418,31.250
1574477763.715,-6.348,40.039,31.738,-4.395,44.434
1574477763.719,0.977,38.086,20.996,9.277,31.738
1574477763.723,-13.672,39.551,8.789,0.977,20.020
1574477763.727,-17.090,38.086,21.973,-13.184,40.527
1574477763.730,-12.207,35.645,43.457,0.000,39.062
1574477763.734,-3.906,30.762,49.805,14.160,61.523
1574477763.738,-1.953,25.879,43.457,13.672,31.738
1574477763.742,-11.230,28.320,39.062,13.184,8.789
1574477763.746,-17.578,39.551,36.621,3.906,15.625
1574477763.750,-19.043,42.969,30.762,2.930,38.086
1574477763.754,-7.812,41.504,27.832,21.973,29.297
1574477763.758,8.789,46.875,31.250,23.926,-9.277
1574477763.762,6.348,39.062,28.320,16.113,-52.734
1574477763.766,-0.488,24.902,32.715,4.883,23.926
1574477763.770,-1.465,29.785,46.387,3.906,30.762
1574477763.773,-8.789,30.762,41.992,3.418,8.789
1574477763.777,-11.230,27.344,37.109,11.719,56.152
1574477763.781,-16.602,36.621,36.133,17.090,15.137
1574477763.785,-22.461,42.480,34.180,6.836,-60.547
1574477763.789,-20.020,41.992,36.133,0.977,-20.996
1574477763.793,-12.695,40.527,36.621,-2.930,13.672
1574477763.797,8.789,42.480,38.086,9.277,-23.926
1574477763.801,5.371,39.551,30.273,26.367,86.426
1574477763.805,-8.301,29.785,22.949,17.090,51.270
1574477763.809,-9.766,21.973,25.391,-5.859,-20.020
1574477763.813,-11.719,31.738,35.156,-9.277,12.207
1574477763.816,-9.277,36.621,41.016,0.977,-23.926
1574477763.820,-9.277,21.973,34.180,3.906,33.691
1574477763.824,-4.883,21.484,32.715,8.789,18.555
1574477763.828,1.953,35.156,29.297,14.648,6.348
1574477763.832,-2.441,37.598,27.344,9.766,34.668
1574477763.836,4.883,37.109,22.949,8.301,40.039
1574477763.840,11.719,39.062,10.254,22.461,-2.930
1574477763.844,5.859,29.785,21.973,16.113,-5.859
1574477763.848,0.977,26.855,43.945,13.672,56.641
1574477763.852,-15.137,45.410,35.156,17.090,45.410
1574477763.855,-8.789,47.852,19.531,4.395,35.156
1574477763.859,6.836,40.527,23.438,-2.930,46.875
1574477763.863,0.488,42.480,34.668,-2.441,74.219
1574477763.867,-10.254,36.621,39.551,0.488,50.293
1574477763.871,-16.602,32.227,34.180,3.418,8.789
1574477763.875,-17.578,31.738,29.297,3.906,65.918
1574477763.879,-2.930,31.738,31.250,10.742,116.699
1574477763.883,2.930,33.691,30.762,5.859,84.473
1574477763.887,0.000,33.203,32.715,5.371,38.086
1574477763.891,-7.324,26.367,35.156,5.371,48.340
1574477763.895,-20.508,24.902,22.461,1.953,59.570
1574477763.898,-14.648,31.738,16.602,-2.441,52.734
1574477763.902,-11.230,38.086,31.250,-5.859,20.508
1574477763.906,-20.020,34.668,36.621,5.859,59.082
1574477763.910,-23.926,30.762,36.133,11.230,60.547
1574477763.914,-29.297,32.715,32.715,-3.906,-8.301
1574477763.918,-24.902,23.438,20.996,2.930,18.066
1574477763.922,-18.066,15.625,17.578,10.254,67.871
1574477763.926,-13.672,21.973,30.762,5.859,41.992
1574477763.930,-17.090,17.578,37.109,-1.953,-47.363
1574477763.934,-23.438,16.602,27.344,-12.207,-61.035
1574477763.937,-12.695,21.484,18.555,-2.930,-12.695
1574477763.941,0.000,26.855,24.902,12.207,-15.625
1574477763.945,0.488,30.762,36.133,25.879,1.465
1574477763.949,3.418,33.203,38.086,22.949,0.977
1574477763.953,0.488,37.109,28.809,6.836,-5.859
1574477763.957,-20.020,35.645,22.461,2.930,-20.508
1574477763.961,-19.531,29.297,28.809,24.902,34.668
1574477763.965,-16.602,23.926,30.762,17.090,20.508
1574477763.969,-17.090,19.043,18.066,-7.812,-5.859
1574477763.973,-7.324,19.043,19.043,6.836,-11.230
1574477763.977,-9.277,24.414,29.785,17.578,5.371
1574477763.980,-3.906,32.227,29.785,9.277,8.301
1574477763.984,3.418,37.109,34.668,21.484,-12.695
1574477763.988,4.395,38.574,25.879,18.555,29.297
1574477763.992,4.883,39.062,19.043,-15.137,79.590
1574477763.996,9.277,39.062,22.949,-20.020,82.520
1574477764.000,0.488,33.203,18.555,-14.648,78.125
1574477764.004,-19.043,24.902,29.297,-14.160,0.488
1574477764.008,-29.785,26.367,36.133,-13.184,-20.508
1574477764.012,-22.949,31.738,29.297,-15.625,14.648
1574477764.016,-9.277,34.180,24.902,-6.348,4.395
1574477764.020,-3.906,33.203,33.203,-5.371,7.812
1574477764.023,-10.742,31.738,34.180,-14.648,30.762
1574477764.027,-14.160,34.180,27.344,-8.789,24.902
1574477764.031,-21.484,32.715,29.785,1.465,48.828
1574477764.035,-20.996,31.738,33.691,5.371,37.598
1574477764.039,-14.160,22.461,30.762,-8.789,22.461
1574477764.043,-19.043,18.555,23.926,-12.695,50.781
1574477764.047,-22.949,26.367,16.113,-2.441,38.574
1574477764.051,-9.277,24.902,15.625,0.000,-2.930
1574477764.055,-7.324,27.344,18.066,2.930,-21.484
1574477764.059,-7.324,36.133,30.273,5.859,68.359
1574477764.062,1.465,34.668,36.621,13.184,62.012
1574477764.066,-2.441,18.555,30.762,16.113,-8.789
1574477764.070,-5.371,22.461,34.668,5.371,65.430
1574477764.074,-2.441,36.621,38.574,4.883,69.824
1574477764.078,4.395,38.086,39.062,20.508,65.918
1574477764.082,0.977,33.203,30.273,5.859,73.730
1574477764.086,-7.812,22.949,23.926,-7.324,-9.277
1574477764.090,-7.812,22.949,23.438,0.977,14.160
1574477764.094,7.324,34.180,29.297,4.883,19.043
1574477764.098,10.742,38.574,31.738,13.672,-8.301
1574477764.102,7.324,41.992,29.297,14.160,32.227
1574477764.105,-2.441,39.062,32.227,-4.883,44.922
1574477764.109,-20.020,34.180,31.738,-7.324,37.598
1574477764.113,-12.695,29.785,34.668,-4.395,16.602
1574477764.117,-2.930,25.879,35.156,0.977,14.160
1574477764.121,0.000,29.785,34.668,8.789,14.160
1574477764.125,-4.883,35.156,38.086,0.000,2.930
1574477764.129,-5.859,29.297,33.691,13.672,22.461
1574477764.133,-9.277,20.020,25.391,11.719,27.832
1574477764.137,-4.395,24.902,29.785,3.418,26.855
1574477764.141,0.977,34.668,27.832,0.488,-8.301
1574477764.145,-8.301,41.504,20.996,-16.113,-11.230
1574477764.148,-11.719,42.969,27.832,-17.578,32.715
1574477764.152,-8.301,33.691,28.320,-10.742,-16.113
1574477764.156,-13.672,27.832,27.832,4.395,-33.203
1574477764.160,-20.508,39.551,31.738,11.230,2.930
1574477764.164,-14.648,39.062,30.273,1.465,15.625
1574477764.168,-6.836,36.133,36.621,-5.859,20.508
1574477764.172,-3.418,33.203,41.016,6.836,-8.789
1574477764.176,6.348,25.391,25.391,11.719,19.043
1574477764.180,12.207,31.250,14.648,-3.418,74.219
1574477764.184,4.883,28.320,27.832,-10.254,32.715
1574477764.187,-10.742,33.203,36.621,-6.348,-4.395
1574477764.191,-22.461,34.180,36.621,-9.277,63.477
1574477764.195,-16.113,27.832,34.668,-12.695,67.383
1574477764.199,-10.742,30.273,31.250,-20.020,22.949
1574477764.203,-10.254,34.668,32.227,-24.414,20.996
1574477764.207,-12.207,30.762,34.668,-23.926,-6.836
1574477764.211,-22.461,27.832,39.551,-30.273,-41.504
1574477764.215,-18.555,30.762,30.273,-22.461,-38.086
1574477764.219,-4.395,36.621,23.438,3.418,15.625
1574477764.223,-1.465,39.551,31.250,16.113,6.348
1574477764.227,-8.789,34.668,40.039,-7.324,20.508
1574477764.230,-14.648,29.297,44.434,-12.207,42.969
1574477764.234,-8.789,26.367,41.992,15.137,97.656
1574477764.238,1.465,28.809,32.715,1.465,65.430
1574477764.242,3.906,24.902,36.621,-20.020,-22.461
1574477764.246,2.441,28.809,40.527,-2.441,5.371
1574477764.250,3.906,44.922,31.738,1.465,50.293
1574477764.254,9.277,54.199,34.180,-8.301,31.738
1574477764.258,6.348,51.758,30.762,-13.672,21.484
1574477764.262,0.977,51.270,24.902,-17.090,47.852
1574477764.266,7.324,53.711,26.855,-13.672,24.414
1574477764.269,6.348,60.547,22.461,-14.648,37.598
1574477764.273,-0.977,67.871,12.207,-18.066,31.250
1574477764.277,-0.488,61.035,3.418,-22.461,7.324
1574477764.281,2.441,54.688,9.277,-15.137,13.184
1574477764.285,-10.742,50.293,20.508,-11.230,30.762
1574477764.289,-28.320,39.062,23.926,-21.973,61.035
1574477764.293,-23.438,41.016,19.043,-19.043,25.391
1574477764.297,-9.277,44.434,12.207,-10.254,29.785
1574477764.301,-3.418,38.086,20.996,-10.254,58.594
1574477764.305,-7.324,42.969,27.832,-15.625,114.746
1574477764.309,-19.043,49.805,22.949,-15.625,118.164
1574477764.312,-20.508,47.852,14.648,-23.926,74.219
1574477764.316,-10.742,43.457,17.090,-16.602,49.316
1574477764.320,-12.207,47.363,20.996,4.395,65.430
1574477764.324,-15.137,46.875,19.043,9.277,34.668
1574477764.328,-20.020,44.922,18.066,-10.742,21.484
1574477764.332,-16.602,31.250,19.043,-24.414,52.246
1574477764.336,-5.859,23.926,25.879,-12.207,34.668
1574477764.340,-2.930,32.715,25.879,3.906,59.570
1574477764.344,-5.859,43.457,35.156,-3.906,83.496
1574477764.348,-23.926,49.316,32.715,-29.785,20.020
1574477764.352,-23.926,48.340,20.508,-23.926,-21.484
1574477764.355,-7.324,48.340,22.461,-13.672,-5.371
1574477764.359,-1.465,42.480,19.531,-20.020,-38.574
1574477764.363,-14.160,36.133,23.438,-22.461,-35.156
1574477764.367,-21.484,33.691,24.414,-9.766,61.035
1574477764.371,-23.438,41.016,24.414,-20.996,29.785
1574477764.375,-9.277,60.547,44.922,-23.926,12.695
1574477764.379,4.883,63.477,45.410,-5.859,18.555
1574477764.383,-14.648,45.898,32.715,-19.531,-5.371
1574477764.387,-32.715,41.016,33.203,-39.062,-5.859
1574477764.391,-36.621,56.152,41.016,-38.086,10.742
1574477764.394,-32.715,74.219,42.480,-30.762,38.574
1574477764.398,-29.297,82.031,48.340,-26.367,25.879
1574477764.402,-39.062,91.797,61.523,-33.203,50.293
1574477764.406,-63.477,101.562,58.594,-69.824,27.832
1574477764.410,-89.355,112.793,69.336,-95.215,-30.762
1574477764.414,-99.609,117.676,81.055,-95.703,22.949
1574477764.418,-96.680,122.070,77.148,-99.609,30.762
1574477764.422,-94.238,137.695,68.848,-108.398,66.895
1574477764.426,-107.910,149.414,77.637,-128.906,61.523
1574477764.430,-129.395,155.762,88.867,-145.508,44.922
1574477764.434,-117.676,158.691,86.426,-134.766,41.504
1574477764.437,-100.586,149.902,76.660,-114.746,15.625
1574477764.441,-105.957,153.809,78.613,-125.488,39.062
1574477764.445,-116.699,149.414,78.613,-134.766,48.828
1574477764.449,-109.375,134.277,68.359,-113.281,43.945
1574477764.453,-89.355,125.977,65.430,-99.121,30.273
1574477764.457,-75.195,105.957,58.594,-87.402,39.551
1574477764.461,-59.570,89.844,44.922,-49.805,52.734
1574477764.465,-46.875,83.008,41.504,-50.781,22.949
1574477764.469,-39.551,76.172,42.969,-52.734,-20.020
1574477764.473,-41.992,67.871,38.086,-31.738,-39.551
1574477764.476,-39.062,60.059,33.203,-41.016,-1.465
1574477764.480,-11.230,57.129,38.086,-40.527,2.441
1574477764.484,-1.465,51.758,33.691,-28.320,0.000
1574477764.488,-8.301,38.086,20.508,-25.391,23.438
1574477764.492,-9.766,28.320,23.438,-18.555,8.301
1574477764.496,-9.277,28.809,24.414,-3.906,-0.488
1574477764.500,-7.324,28.809,25.391,11.719,6.836
1574477764.504,-3.418,30.273,30.273,20.996,32.227
1574477764.508,-8.301,22.461,20.508,10.742,19.531
1574477764.512,-9.277,1.465,7.812,-15.137,-20.508
1574477764.516,-2.441,-3.906,11.719,-16.602,-9.277
1574477764.519,6.348,1.953,22.949,0.000,21.973
1574477764.523,10.254,2.441,26.367,13.672,24.414
1574477764.527,-2.441,-6.348,21.973,0.977,-9.766
1574477764.531,0.488,-0.488,14.648,-4.883,-5.859
1574477764.535,9.766,11.230,9.766,2.930,62.500
1574477764.539,9.766,13.184,9.766,14.160,39.551
1574477764.543,21.484,13.672,15.625,30.762,7.324
1574477764.547,29.297,10.254,22.461,27.832,-25.879
1574477764.551,7.324,-9.277,15.137,23.438,-29.297
1574477764.555,-5.371,-23.926,14.648,31.250,1.465
1574477764.559,13.184,-9.277,20.508,27.832,27.832
1574477764.562,18.555,4.883,14.648,20.996,83.984
1574477764.566,5.859,5.371,10.254,17.090,78.613
1574477764.570,5.859,1.465,15.137,22.949,13.672
1574477764.574,13.184,3.418,23.438,19.531,29.785
1574477764.578,26.855,1.465,19.043,22.949,11.719
1574477764.582,28.320,-9.277,2.930,30.273,-25.879
1574477764.586,12.695,-13.184,7.324,17.090,20.508
1574477764.590,0.977,-7.324,11.230,9.277,14.648
1574477764.594,-10.742,5.859,5.859,1.953,21.973
1574477764.598,8.789,16.602,18.066,18.066,43.945
1574477764.601,32.227,12.207,20.020,25.391,48.828
1574477764.605,8.301,-10.254,15.137,-3.418,3.418
1574477764.609,-13.184,-8.301,22.949,-0.488,-16.113
1574477764.613,-5.859,-8.301,21.484,5.371,15.625
1574477764.617,-3.906,-17.578,12.207,5.859,36.133
1574477764.621,-1.465,-7.812,15.137,24.902,41.016
1574477764.625,-5.371,3.906,8.789,19.531,24.902
1574477764.629,-8.301,5.859,7.324,-1.953,7.812
1574477764.633,-1.953,1.953,16.602,0.488,-16.113
1574477764.637,-1.953,1.465,17.090,20.020,27.344
1574477764.641,11.719,4.395,20.996,24.902,32.715
1574477764.644,17.090,6.348,31.250,16.113,2.441
1574477764.648,1.465,4.395,32.227,17.578,-10.254
1574477764.652,3.418,6.836,26.855,19.043,-10.742
1574477764.656,7.812,2.441,20.020,9.766,61.035
1574477764.660,10.254,-5.859,9.277,14.160,87.891
1574477764.664,13.184,-2.930,12.207,15.625,1.465
1574477764.668,2.441,10.742,22.461,8.789,-28.320
1574477764.672,-5.371,20.996,29.785,13.672,-11.230
1574477764.676,2.441,19.043,22.461,9.277,36.133
1574477764.680,13.672,15.137,9.766,20.020,45.410
1574477764.684,7.812,11.719,19.531,14.648,27.344
1574477764.687,-1.465,15.625,30.762,-0.488,56.152
1574477764.691,-8.301,14.648,26.367,6.348,8.789
1574477764.695,-10.254,6.836,19.043,12.207,-9.766
1574477764.699,3.418,16.602,17.578,16.602,-19.531
1574477764.703,1.953,14.648,20.020,13.184,-56.641
1574477764.707,-10.742,5.371,22.461,9.277,-15.625
1574477764.711,-13.184,18.555,25.879,10.742,38.086
1574477764.715,-9.766,30.762,33.203,14.648,54.199
1574477764.719,4.883,24.902,29.297,12.695,74.707
1574477764.723,18.066,17.090,20.996,2.441,48.340
1574477764.726,9.277,16.602,23.438,-4.395,70.801
1574477764.730,-5.371,18.066,24.902,4.883,62.012
1574477764.734,-13.184,22.461,19.531,7.812,46.875
1574477764.738,-6.836,31.738,22.949,0.977,52.734
1574477764.742,4.883,35.156,32.227,4.883,26.855
1574477764.746,0.488,27.344,22.949,-5.371,41.016
1574477764.750,-7.324,17.578,22.461,-10.742,7.324
1574477764.754,-2.930,16.602,37.109,-3.418,-29.785
1574477764.758,4.883,22.949,37.109,-3.906,-7.812
1574477764.762,6.836,32.227,34.180,4.883,13.672
1574477764.766,1.953,35.645,30.273,13.672,40.039
1574477764.769,-6.836,26.855,19.043,8.301,22.461
1574477764.773,-19.043,21.484,20.508,-3.418,24.414
1574477764.777,-15.137,29.297,24.902,2.441,24.902
1574477764.781,7.812,29.297,22.461,14.648,21.973
1574477764.785,11.230,29.297,21.973,16.113,52.734
1574477764.789,-1.953,32.715,27.832,12.207,-7.324
1574477764.793,-1.953,26.367,30.273,2.441,-36.133
1574477764.797,13.184,25.879,22.949,0.977,6.836
1574477764.801,25.879,30.762,24.902,9.766,6.348
1574477764.805,5.371,27.344,25.391,-0.977,24.414
1574477764.808,-17.090,26.855,11.719,-18.066,-7.324
1574477764.812,-13.672,30.762,7.812,-15.137,-15.137
1574477764.816,-7.324,23.438,15.137,-2.441,15.625
1574477764.820,0.977,21.484,22.461,-1.953,6.836
1574477764.824,-1.953,28.809,36.621,-8.301,4.395
1574477764.828,-9.766,28.809,33.691,-5.859,45.898
1574477764.832,-13.672,25.391,22.461,-4.883,70.312
1574477764.836,-5.371,22.949,20.508,-13.672,71.289
1574477764.840,8.301,18.066,18.555,-12.207,94.727
1574477764.844,10.254,21.484,9.766,5.371,82.031
1574477764.848,3.906,37.598,8.789,10.254,39.551
1574477764.851,-1.953,31.738,20.020,-13.672,9.766
1574477764.855,-2.441,31.250,24.902,-16.113,4.883
1574477764.859,4.395,39.551,20.020,-5.859,4.395
1574477764.863,0.488,39.062,21.484,-16.113,40.039
1574477764.867,-8.301,29.785,26.367,-29.297,32.715
1574477764.871,-6.836,20.508,32.227,-20.508,-10.254
1574477764.875,-4.395,25.879,27.832,-4.883,21.484
1574477764.879,1.465,33.203,26.367,-3.906,34.180
1574477764.883,6.348,25.879,34.180,-3.418,5.859
1574477764.887,-3.906,18.066,34.668,-3.418,7.812
1574477764.891,-8.301,23.926,25.391,-3.906,26.367
1574477764.894,-0.977,26.855,18.555,-13.672,-1.953
1574477764.898,0.488,28.809,21.484,-27.344,14.648
1574477764.902,9.277,30.762,27.832,-17.578,68.359
1574477764.906,9.277,20.508,31.250,-15.625,-3.906
1574477764.910,-4.395,21.484,31.250,0.488,-20.996
1574477764.914,0.977,32.227,23.926,12.695,22.461
1574477764.918,14.648,39.062,14.160,-5.859,-26.855
1574477764.922,5.859,36.621,25.879,-15.137,-28.809
1574477764.926,-8.301,28.320,40.039,-20.508,47.363
1574477764.930,-13.184,28.809,34.668,-26.367,15.625
1574477764.933,-14.648,28.809,30.762,-21.484,-11.230
1574477764.937,-5.371,20.020,33.203,-5.859,64.453
1574477764.941,1.953,22.461,36.133,0.488,79.590
1574477764.945,-18.066,31.250,29.785,-10.742,57.617
1574477764.949,-27.832,24.414,22.949,-22.461,38.574
1574477764.953,-10.254,20.996,24.414,-16.602,6.836
1574477764.957,1.953,25.391,26.855,-18.555,17.090
1574477764.961,-5.371,29.785,20.508,-21.484,-18.066
1574477764.965,-20.996,28.809,13.672,-13.184,-33.691
1574477764.969,-9.766,28.320,24.414,1.953,15.137
1574477764.973,-2.930,27.832,26.367,-4.395,44.922
1574477764.976,-16.113,23.438,23.926,-21.973,31.250
1574477764.980,-14.160,23.438,24.902,-15.137,33.691
1574477764.984,-9.766,26.367,26.855,-14.648,58.105
1574477764.988,-9.277,28.320,33.203,-13.184,24.414
1574477764.992,-4.883,32.715,34.668,-2.441,-41.992
1574477764.996,-8.789,29.785,26.367,4.395,-12.207
1574477765.000,-10.742,27.832,17.578,21.973,23.926
1574477765.004,-2.930,33.203,30.762,19.043,20.508
1574477765.008,-14.648,25.391,41.504,-6.348,24.902
1574477765.012,-28.809,12.695,32.715,0.000,6.348
1574477765.015,-22.461,15.137,23.926,5.859,7.324
1574477765.019,-2.441,21.484,27.832,14.160,3.418
1574477765.023,13.184,21.973,29.785,18.066,-15.625
1574477765.027,-9.766,25.879,26.367,-10.254,-54.688
1574477765.031,-25.879,29.785,32.715,-11.230,23.926
1574477765.035,-13.672,27.344,39.551,2.930,46.875
1574477765.039,-3.418,25.879,39.551,16.602,15.137
1574477765.043,-0.977,27.832,30.762,24.414,42.969
1574477765.047,-4.883,20.996,24.414,-3.418,43.457
1574477765.051,-9.277,20.020,22.461,-6.836,12.207
1574477765.055,-12.207,21.973,27.344,4.395,4.395
1574477765.058,2.441,20.508,29.297,1.953,19.531
1574477765.062,11.230,24.902,23.438,18.066,10.742
1574477765.066,11.719,32.715,24.414,25.391,47.852
1574477765.070,10.742,38.574,34.180,17.578,116.211
1574477765.074,-3.418,37.109,36.133,9.277,34.668
1574477765.078,-7.324,27.832,28.809,5.371,35.156
1574477765.082,0.000,27.832,29.785,8.301,101.074
1574477765.086,-4.883,32.715,28.809,3.906,61.035
1574477765.090,-16.602,23.926,26.367,-5.371,45.898
1574477765.094,-19.531,21.484,25.879,-3.906,-29.297
1574477765.098,-11.719,20.020,24.414,-8.789,-4.395
1574477765.101,-9.766,21.484,20.020,-9.277,47.852
1574477765.105,-12.207,30.273,11.230,-0.488,12.695
1574477765.109,-9.766,35.645,12.695,-2.930,51.758
1574477765.113,-13.672,38.086,32.715,-7.812,74.219
1574477765.117,-1.953,35.156,46.875,6.836,64.941
1574477765.121,11.719,31.250,42.969,25.391,46.387
